[TABLES]
## GDC_METADATA.REL16_FILEDATA_LEGACY
center_name: TEXT | Center name, eg BCM, BI, WUGSC
sample_type: TEXT | Two-digit sample_type code which forms part of the sample barcode eg. 01,11,06, etc. (OR NA)
case_barcode: TEXT | Submitter identifier, eg HCC1954, TCGA-ZX-AA5X, etc
sample_gdc_id: TEXT | Unique GDC identifier for this sample (corresponds to the sample_barcode), eg a1ec9279-c1a6-4e58-97ed-9ec1f36187c5  --  this can be used to access more information from the GDC data portal
case_gdc_id: TEXT | GDC unique identifier
sample_barcode: TEXT | Original/submitter sample ID
portion_barcode: TEXT | Original/submitter portion ID

## GDC_METADATA.REL21_ALIQUOT2CASEIDMAP
case_gdc_id: TEXT | GDC unique identifier
portion_gdc_id: TEXT | Portion GDC ID
project_id: TEXT | ID of the Project -- e.g. TCGA-BRCA, TARGET-AML, etc.
aliquot_gdc_id: TEXT | Unique GDC identifier for this aliquot (corresponds to the aliquot_barcode), eg 7fbfdb3e-1fd2-4206-8d2e-7f68e4a15844  --  this can be used to access more information from the GDC data portal
program_name: TEXT | Program name, eg TCGA or TARGET
sample_barcode: TEXT | Original/submitter sample ID
sample_gdc_id: TEXT | Unique GDC identifier for this sample (corresponds to the sample_barcode), eg a1ec9279-c1a6-4e58-97ed-9ec1f36187c5  --  this can be used to access more information from the GDC data portal
aliquot_barcode: TEXT | Original TCGA aliquot barcode, eg TCGA-12-1089-01A-01D-0517-01
portion_barcode: TEXT | Original/submitter portion ID
analyte_barcode: TEXT | Original/submitter analyte ID
sample_type_name: TEXT | The longer name of the sample type; eg. Primary Tumor, Recurrent Tumor, etc.
sample_preservation_method: TEXT | Sample Preservation Method, usually null or  FFPE, also Snap Frozen or Frozen
sample_is_ffpe: TEXT | Whether a smaple is FFPE, either  False,  None ,  True, or null
analyte_gdc_id: TEXT | Analyte GDC ID
sample_type: TEXT | Two-digit sample_type code which forms part of the sample barcode eg. 01,11,06, etc.
case_barcode: TEXT | Submitter identifier, eg HCC1954, TCGA-ZX-AA5X, etc

## GDC_METADATA.REL14_SLIDE2CASEIDMAP
sample_type: NUMBER | Two-digit sample_type code which forms part of the sample barcode eg. 01,11,06, etc.
portion_barcode: TEXT | Original/submitter portion ID
program_name: TEXT | Program name, eg TCGA or TARGET
sample_type_name: TEXT | The longer name of the sample type; eg. Primary Tumor, Recurrent Tumor, etc.
slide_barcode: TEXT | Slide submitter ID
sample_gdc_id: TEXT | Unique GDC identifier for this sample (corresponds to the sample_barcode), eg a1ec9279-c1a6-4e58-97ed-9ec1f36187c5  --  this can be used to access more information from the GDC data portal
portion_gdc_id: TEXT | Original/submitter portion ID
case_gdc_id: TEXT | GDC unique identifier
slide_gdc_id: TEXT | Slide GDC uuid
sample_barcode: TEXT | Original/submitter sample ID
project_id: TEXT | ID of the Project -- e.g. TCGA-BRCA, TARGET-AML, etc
case_barcode: TEXT | Submitter identifier, eg HCC1954, TCGA-ZX-AA5X, etc

## GDC_METADATA.REL24_ALIQUOT2CASEIDMAP
sample_type: TEXT | Two-digit sample_type code which forms part of the sample barcode eg. 01,11,06, etc.
case_barcode: TEXT | Submitter identifier, eg HCC1954, TCGA-ZX-AA5X, etc
sample_preservation_method: TEXT | Sample Preservation Method, usually null or  FFPE, also Snap Frozen or Frozen
sample_barcode: TEXT | Original/submitter sample ID
analyte_barcode: TEXT | Original/submitter analyte ID
project_id: TEXT | ID of the Project -- e.g. TCGA-BRCA, TARGET-AML, etc.
aliquot_gdc_id: TEXT | Unique GDC identifier for this aliquot (corresponds to the aliquot_barcode), eg 7fbfdb3e-1fd2-4206-8d2e-7f68e4a15844  --  this can be used to access more information from the GDC data portal
aliquot_barcode: TEXT | Original TCGA aliquot barcode, eg TCGA-12-1089-01A-01D-0517-01
analyte_gdc_id: TEXT | Analyte GDC ID
sample_gdc_id: TEXT | Unique GDC identifier for this sample (corresponds to the sample_barcode), eg a1ec9279-c1a6-4e58-97ed-9ec1f36187c5  --  this can be used to access more information from the GDC data portal
case_gdc_id: TEXT | GDC unique identifier
sample_type_name: TEXT | The longer name of the sample type; eg. Primary Tumor, Recurrent Tumor, etc.
portion_gdc_id: TEXT | Portion GDC ID
program_name: TEXT | Program name, eg TCGA or TARGET
sample_is_ffpe: TEXT | Whether a smaple is FFPE, either  False,  None ,  True, or null
portion_barcode: TEXT | Original/submitter portion ID

## GDC_METADATA.REL13_FILEDATA_LEGACY
archive__state: TEXT | Archive state
associated_entities__entity_type: TEXT | Associated entity type, eg   aliquot   or   case
metadata_files__file_id: TEXT | One of CGC, GSC, BCR, COM (or null)
archive__submitter_id: TEXT | Original archive submitter name, eg  nationwidechildrens.org_BRCA.bio.Level_1.56
acl: TEXT | Access Control List -- if access is controlled, this field contains the dbGaP accession, eg phs000179
cases__case_id: TEXT | Associated case UUID
associated_entities__entity_submitter_id: TEXT | Submitter id for associated entity(ies)
index_files__file_id: TEXT | BAM or VCF index file GDC file UUID
data_format: TEXT | File format of the underlying data, eg BCR XML, BAM
associated_entities__case_id: TEXT | Associated entity case UUID
type: TEXT | Description of the data, e.g. clinical_supplement, aligned_reads
experimental_strategy: TEXT | Experimental strategy used to generate data (where applicable) e.g. WXS, RNA-Seq
associated_entities__entity_id: TEXT | Associated entity UUID
submitter_id: TEXT | This can be used to identify a corresponding entry in the submitter's records. The GDC requires that submitter_id be unique for each entity within a project: the tuple (combination) of [ project_id, submitter_id ] is a unique key.
md5sum: TEXT | Md5sum for GDC data file
metadata_files__file_name: TEXT | Semicolon-delimited list of file tags, eg  coverage  , or  hg19;nocnv  , etc
cases__project__program__name: TEXT | Program Name
index_files__file_size: NUMBER | BAM  or VCF index file size
file_id: TEXT | GDC file identifier. This is a duplicate of file_gdc_id field found in some tables.
cases__project__project_id: TEXT | Program Short Name with Project Short Name
file_size: NUMBER | The size of the file measured in bytes
archive__archive_id: TEXT | GDC archive UUID
access: TEXT | Data accessibility policy (open or controlled)
dbName: TEXT | Referring to the default/main database at the GDC. In this table, this field is always legacy.
index_files__file_name: TEXT | BAM or VCF index file name
cases__project__dbgap_accession_number: TEXT | Project dbGaP accession number
updated_datetime: TEXT | Timestamp of latest update, eg 2017-03-04T16:37:26.081298-06:00
file_name: TEXT | Name of file at the GDC
created_datetime: TEXT | Timestamp of creation, eg 2016-10-27T21:58:12.297090-05:03
center__code: NUMBER | TCGA codes for the Professional Organization or Group (Center) which has submitted the data, more info: https://gdccancergov/resources-TCGA-users/TCGA-code-tables/center-codes
metadata_files__type: TEXT | Name of GDC metadata file
cases__project__disease_type: TEXT | Project Disease Type
center__name: TEXT | Center name, eg BCM, BI, WUGSC
cases__project__program__dbgap_accession_number: TEXT | DbGaP accession number for the program
platform: TEXT | Platform used to generate this data, eg  Illumina  , or  Affymetrix SNP 6.3
center__short_name: TEXT | Center abbreviation, eg WUSM
data_type: TEXT | File format of the underlying data, eg BCR XML, BAM
archive__revision: NUMBER | Archive revision number
center__center_type: TEXT | Type classification of the center
data_category: TEXT | Category description of the underlying data, eg Clinical, Raw Sequencing Data, Simple Nucleotide Variation, Transcriptome Profiling  , etc
metadata_files__file_size: TEXT | GDC file UUID for metadata (eg mage-tab) file
id: TEXT | GDC file identifier. This is a duplicate of file_gdc_id field found in some tables.
tags: TEXT | Size of metadata file
state: TEXT | File state -- either submitted or released
cases__project__name: TEXT | Study name of the project

## GDC_METADATA.REL14_FILEDATA_CURRENT
file_submitter_id: TEXT | Original submitter file id (eg CGHub analysis_id)
downstream_analyses__workflow_link: TEXT | Name of GDC workflow, eg VarScan2 Annotation (if applicable, NULL where no information is available)
file_name: TEXT | Name of file at the GDC
associated_entities__entity_gdc_id: TEXT | GDC entity uuid for associated entity(ies)
file_size: NUMBER | The size of the file measured in bytes
platform: TEXT | Platform used to generate this data, eg  Illumina  , or  Affymetrix SNP 6.4
index_file_size: NUMBER | Where available, size of the index file in bytes
associated_entities__entity_type: TEXT | Associated entity type, eg   aliquot   or   case
project_disease_type: TEXT | The type of disease studied by the project; eg. Sarcoma,  Breast Invasive Carcinoma,Acute Lymphoblastic Leukemia, etc
analysis_workflow_type: TEXT | Workflow name eg   STAR 2-Pass
file_state: TEXT | File state -- either live or submitted
project_dbgap_accession_number: TEXT | Program dbGaP accession number, eg phs000179
project_short_name: TEXT | Project name abbreviation; the program name appended with a project name abbreviation; eg. TCGA-OV, etc.
experimental_strategy: TEXT | Experimental strategy used to generate data (where applicable) e.g. WXS, RNA-Seq
data_format: TEXT | File format of the underlying data, eg BCR XML, BAM
updated_datetime: TEXT | Timestamp of latest update, eg 2017-03-04T16:37:26.081298-06:00
associated_entities__case_gdc_id: TEXT | GDC case uuid for associated case(s)
file_id: TEXT | GDC file identifier. This is a duplicate of file_gdc_id field found in some tables.
case_gdc_id: TEXT | GDC unique identifier
data_category: TEXT | Category description of the underlying data, eg Clinical, Raw Sequencing Data, Simple Nucleotide Variation, Transcriptome Profiling  , etc
associated_entities__entity_submitter_id: TEXT | Submitter id for associated entity(ies)
index_file_gdc_id: TEXT | Where available, GDC file uuid for index file
data_type: TEXT | Experimental source of the data type, eg Tissue slide image, RNA-Seq
analysis_workflow_link: TEXT | Link to GDC workflow on github
dbName: TEXT | Referring to the default/main database at the GDC. In this table, this field is always current.
file_gdc_id: TEXT | Unique GDC identifier for this file (corresponds to the file_barcode)  --  this can be used to access more information from the GDC data portal like this: https://portal.gdc.cancer.gov/files/c21b332c-06c6-4403-9032-f91c8f407ba4
downstream_analyses__workflow_type: TEXT | Name of GDC workflow, eg VarScan2 Annotation (if applicable, NULL where no information is available)
file_type: TEXT | File Type  -- eg aligned_reads , simple_somatic_mutation , gene_expression , etc
program_dbgap_accession_number: TEXT | Program dbGaP accession number, eg phs000178
index_file_name: TEXT | Where available, GDC file name for index file
analysis_input_file_gdc_ids: TEXT | GDC file UUIDs for input file(s)
downstream_analyses__output_file_gdc_ids: TEXT | Semicolon-separated list of GDC file UUIDs
md5sum: TEXT | Md5sum for GDC data file
access: TEXT | Data accessibility policy (open or controlled)
program_name: TEXT | Program name, eg TCGA or TARGET
acl: TEXT | Access Control List -- if access is controlled, this field contains the dbGaP accession, eg phs000179
project_name: TEXT | Project Name; frequently the same as or similar to the project disease type eg   Acute Lymphoblastic Leukemia - Phase II   or   Breast Invasive Carcinoma   etc
created_datetime: TEXT | Timestamp of creation, eg 2016-10-27T21:58:12.297090-05:04

## GDC_METADATA.REL13_GDCFILEID_TO_GCSURL
file_gdc_id: TEXT | Unique GDC identifier for this file (corresponds to the file_barcode)  --  this can be used to access more information from the GDC data portal like this: https://portal.gdc.cancer.gov/files/c21b332c-06c6-4403-9032-f91c8f407ba5
file_gcs_url: TEXT | Google Cloud Storage (GCS) location ID. Example: gs://gdc-TCGA-phs000178-open/9c4b1b5c-b5cf-48f6-bf41-047ceb8c883c/TCGA-CR-7365-01A-01-TS1.811bb2b7-66e3-4694-891b-10b436ec300d.svs

## TCGA_BIOCLIN_V0.CLINICAL_V1_1
case_gdc_id: TEXT | NULL
weight: NUMBER | NULL
age_began_smoking_in_years: TEXT | NULL
residual_tumor: TEXT | NULL
lymphovascular_invasion_present: TEXT | NULL
year_of_tobacco_smoking_onset: NUMBER | NULL
clinical_M: TEXT | NULL
days_to_submitted_specimen_dx: TEXT | NULL
other_malignancy_type: TEXT | NULL
stopped_smoking_year: NUMBER | NULL
clinical_stage: TEXT | NULL
histological_type: TEXT | NULL
disease_code: TEXT | NULL
primary_therapy_outcome_success: TEXT | NULL
menopause_status: TEXT | NULL
history_of_neoadjuvant_treatment: TEXT | NULL
history_of_colon_polyps: TEXT | NULL
other_dx: TEXT | NULL
primary_neoplasm_melanoma_dx: TEXT | NULL
gender: TEXT | NULL
case_barcode: TEXT | NULL
icd_o_3_histology: TEXT | NULL
tobacco_smoking_history: NUMBER | NULL
tss_code: TEXT | NULL
venous_invasion: TEXT | NULL
mononucleotide_and_dinucleotide_marker_panel_analysis_status: TEXT | NULL
project_name: TEXT | NULL
number_pack_years_smoked: NUMBER | NULL
year_of_diagnosis: NUMBER | NULL
age_at_diagnosis: NUMBER | NULL
days_to_birth: NUMBER | NULL
anatomic_neoplasm_subdivision: TEXT | NULL
hpv_status: TEXT | NULL
days_to_death: NUMBER | NULL
tumor_tissue_site: TEXT | NULL
pathologic_stage: TEXT | NULL
bmi: FLOAT | NULL
days_to_initial_pathologic_diagnosis: NUMBER | NULL
neoplasm_histologic_grade: TEXT | NULL
clinical_N: TEXT | NULL
icd_10: TEXT | NULL
project_short_name: TEXT | NULL
vital_status: TEXT | NULL
lymphnodes_examined: TEXT | NULL
colorectal_cancer: TEXT | NULL
icd_o_3_site: TEXT | NULL
psa_value: TEXT | NULL
gleason_score_combined: TEXT | NULL
country: TEXT | NULL
other_malignancy_anatomic_site: TEXT | NULL
race: TEXT | NULL
number_of_lymphnodes_positive_by_he: TEXT | NULL
other_malignancy_histological_type: TEXT | NULL
height: NUMBER | NULL
tumor_type: TEXT | NULL
h_pylori_infection: TEXT | NULL
person_neoplasm_cancer_status: TEXT | NULL
lymphatic_invasion: TEXT | NULL
pregnancies: TEXT | NULL
days_to_last_followup: NUMBER | NULL
clinical_T: TEXT | NULL
hpv_calls: TEXT | NULL
pathologic_T: TEXT | NULL
days_to_last_known_alive: NUMBER | NULL
new_tumor_event_after_initial_treatment: BOOLEAN | NULL
pathologic_N: TEXT | NULL
batch_number: NUMBER | NULL
bcr: TEXT | NULL
program_name: TEXT | NULL
ethnicity: TEXT | NULL
pathologic_M: TEXT | NULL
number_of_lymphnodes_examined: NUMBER | NULL

## TCGA_BIOCLIN_V0.CLINICAL
tumor_type: TEXT | Tumor Type; e.g. Primary, Type 1, Type 2
other_malignancy_type: TEXT | Indicates whether another malignancy occurred before or at the same time; e.g. Prior Malignancy, Synchronous Malignancy
vital_status: TEXT | Survival state of the participant; e.g. dead, alive
person_neoplasm_cancer_status: TEXT | The participant's cancer status; e.g. With Tumor, Tumor Free
pathologic_N: TEXT | The pathologic N score is a rating of the extent of cancer within nearby lymph nodes, based on surgery or biopsy; e.g. N1, N2, N3
clinical_T: TEXT | The clinical T score is a rating of the extent of the primary tumor, based on results of tests done before surgery, such as physical exams and imaging scans; e.g. T1, T2, T3, T4
tss_code: TEXT | Tissue Source Site Code; see https://gdc.cancer.gov/resources-TCGA-users/TCGA-code-tables/tissue-source-site-codes for explanation of codes
pathologic_stage: TEXT | The stage of the cancer, based on surgery or biopsy; e.g. Stage I, Stage II, Stage III, Stage IV
psa_value: FLOAT | A male participant's Prostrate-Specific Antigen (PSA) value
history_of_neoadjuvant_treatment: TEXT | Describes the patient's history of neoadjuvant treatment and the kind of treament given prior to resection of the tumor; e.g. Yes, Pharmaceutical Treatment Prior to Resection, etc.
other_malignancy_anatomic_site: TEXT | The site on the body where the other malignancy occurred; e.g. Bladder, Uterus, etc.
ethnicity: TEXT | The ethnic origination of a participant, independent from race; e.g. Not Hispanic or Latino, Hispanic or Latino
days_to_birth: NUMBER | Days since birth (a negative value, relative to the date of diagnosis which is considered to be t=0)
age_at_diagnosis: NUMBER | Age, in years, at which a condition or disease was first diagnosed
icd_10: TEXT | Alphanumeric value used to describe the disease code from the tenth version of the International Classification of Disease (ICD-10)
hpv_calls: TEXT | HPV strains; e.g. HPV18, HPV45, etc.
number_pack_years_smoked: FLOAT | The number of packs smoked per day times the number of years smoked by the participant
residual_tumor: TEXT | Status of the tissue margin following surgical resection; e.g. R0, R1, R2, RX
batch_number: NUMBER | The BCR Batch Code; see https://gdc.cancer.gov/resources-TCGA-users/TCGA-code-tables/bcr-batch-codes for explanation of the codes
case_barcode: TEXT | TCGA patient/case barcode; e.g. TCGA-06-0119
program_name: TEXT | Program Name, always TCGA (The Cancer Genome Atlas) in this table.
gleason_score_combined: NUMBER | The Gleason Score (ranging from 1 -5) is the grade of the aggressiveness of prostate cancer. The combined Gleason Score is the primary Gleason score  (for the largest area of the tumor) added to the secondary Gleason Score (for the next largest section of the tumor).
menopause_status: TEXT | A female participant's menopausal status; e.g. Post, Pre, Indeterminate, Peri
pregnancies: TEXT | The number of times (including currently if it applies) that a female participant has been pregnant, regardless of outcome.
clinical_N: TEXT | The clinical N score is a rating of the extent of cancer within nearby lymph nodes, based on results of tests done before surgery, such as physical exams and imaging scans; e.g. N1, N2, N3
clinical_M: TEXT | The clinical M score is a rating of metastasis, that is, how much cancer has spread to distant sites. It is based on results of tests done before surgery, such as physical exams and imaging scans; e.g. MX, M0, M1
primary_therapy_outcome_success: TEXT | Kind of outcome achieved after the completion of the initial course of treatment; e.g. Complete Remission/Response, Progressive Disease, etc.
other_dx: TEXT | Indicator and type of other diagnosis; e.g. No; Yes, History of Prior Malignancy; Yes, History of Synchronous/Bilateral Malignancy; Both History of Synchronous/Bilateral and Prior Malignancy
race: TEXT | The race of a participant, independent from ethnicity; e.g. White, Black or African American, Asian, Native Hawaiian or other Pacific Islander, American Indian or Alaska Native
country: TEXT | Country of the participant; e.g. Germany, United States, Canada, etc.
days_to_submitted_specimen_dx: NUMBER | Numeric value to represent the day of the diagnosis for the submitted sample.
histological_type: TEXT | The histological type of cancer; e.g. Adenosquamous, Astrocytoma, etc.
h_pylori_infection: TEXT | Indicator of previous or current diagnosis of Helicobactor pylori infection; e.g. Yes, No, Never, Current
new_tumor_event_after_initial_treatment: TEXT | Indicates whether a patient has had a new tumor event after initial treatment; Yes, No
program_dbgap_accession_number: TEXT | Program dbGaP accession number, eg phs000178
days_to_last_known_alive: NUMBER | Number of days from the date of diagnosis to the last day on which a person was known to be alive. This field is a combination of the days_to_last_followup and days_to death fields. Therefore, this field can be used whether the vital_status is 'alive' or 'dead'.
year_of_initial_pathologic_diagnosis: NUMBER | Four digit year of the initial pathologic diagnosis
icd_o_3_histology: TEXT | Code that represents the histology of the disease using the third edition of the International Classification of Diseases for Oncology, published in 2000, used principally in tumor and cancer registries for coding the site (topography) and the histology (morphology) of neoplasms
gender: TEXT | Participant gender; e.g. Male, Female
tobacco_smoking_history: NUMBER | Category describing current smoking status and smoking history as self-reported by a participant.; e.g. 1, 2, etc.
tumor_tissue_site: TEXT | The location on the body where the tumor exists; e.g. Brain, Ovary, Lung, etc.
number_of_lymphnodes_examined: NUMBER | The number of lymph nodes examined
bcr: TEXT | Biospecimen Core Resource; e.g. Nationwide Children's Hospital, Washington University
stopped_smoking_year: NUMBER | Four-digit year that the participant stopped smoking; e.g. 2010
age_began_smoking_in_years: NUMBER | Age, in years, that the participant began smoking
history_of_colon_polyps: TEXT | Indicator if the participant had a previous history of colon polyps as noted in the history/physical or previous endoscopic report(s); e.g. Yes, No
lymphatic_invasion: TEXT | Indicator if small or thin-walled vessel invasion is present, indicating lymphatic involvement; e.g. Yes, No
other_malignancy_histological_type: TEXT | The histological type of cancer of the other malignancy; e.g. Adenosquamous, Astrocytoma, etc.
year_of_tobacco_smoking_onset: NUMBER | Four-digit year that the participant started smoking; e.g. 2010
bmi: FLOAT | Body Mass Index of participant
anatomic_neoplasm_subdivision: TEXT | The spatial location, subdivisions and/or atomic site name of a tumor; e.g. Rectum, Larynx, Tonsil, etc.
disease_code: TEXT | A code representing the type of cancer. Values can be found at https://gdc.cancer.gov/resources-TCGA-users/TCGA-code-tables/TCGA-study-abbreviations; e.g. OV, GBM, LUAD
project_name: TEXT | Project Name; frequently the same as or similar to the project disease type eg   Acute Lymphoblastic Leukemia - Phase II   or   Breast Invasive Carcinoma   etc
mononucleotide_and_dinucleotide_marker_panel_analysis_status: TEXT | Status of the mononucleotide and dinucleotide marker panel analysis; microsatellite-stable (MSS), low level MSI (MSI-L) if less than 40% of markers were altered and high level MSI (MSI-H) if greater than 40% of markers were altered
days_to_last_followup: NUMBER | If vital_status indicates 'alive', then this is the number of days from the date of diagnosis to the last followup (communication contact).
neoplasm_histologic_grade: TEXT | Rating which expresses the degree of abnormality of cancer cells, a measure of differentiation and aggressiveness; e.g. G1, G2, G3, G4
days_to_death: NUMBER | If vital_status indicates 'dead', then this is the number of days to death (a positive value) relative to the date of diagnosis.
case_gdc_id: TEXT | GDC unique identifer for this case; e.g. 7b4ce492-ff40-4bf1-b3e8-75ff83e8746d. This identifier can be used to find more information at the GDC Data Portal ( https://portal.gdc.cancer.gov/cases/7b4ce492-ff40-4bf1-b3e8-75ff83e8746d )
number_of_lymphnodes_positive_by_he: NUMBER | The number of lymph nodes involved with disease as determined by histological examination
primary_neoplasm_melanoma_dx: TEXT | Indicates whether a person had a primary diagnosis of melanoma; e.g. Yes, No
venous_invasion: TEXT | Indicator if large vessel or venous invasion was detected by surgery or presence in a tumor specimen; e.g. Yes, No
height: FLOAT | Height of participant in centimeters
pathologic_T: TEXT | The pathologic T score is a rating of the extent of the primary tumor, based on surgery or biopsy; e.g. T1, T2, T3, T4
days_to_initial_pathologic_diagnosis: NUMBER | The number of days to initial pathologic diagnosis
project_short_name: TEXT | Project name abbreviation; the program name appended with a project name abbreviation; e.g. TCGA-OV, etc.
icd_o_3_site: TEXT | Code that represents the site of the disease using the third edition of the International Classification of Diseases for Oncology, published in 2000, used principally in tumor and cancer registries for coding the site (topography) and the histology (morphology) of neoplasms
colorectal_cancer: TEXT | Indicates whether the participant has colorectal cancer; e.g. Yes, No
weight: FLOAT | Weight of participant in kilograms
lymphovascular_invasion_present: TEXT | Indicator if  invasion of a cancer to the blood vessels and/or lymphatics invasion is present; e.g. Yes, No
lymphnodes_examined: TEXT | Indicator whether the lymph nodes were examined; e.g. Yes, No
hpv_status: TEXT | Indicates whether the participant has a record of a positive finding for human papillomavirus; e.g. Positive, Negative, Indeterminate
pathologic_M: TEXT | The pathologic M score is a rating of metastasis, that is, how much cancer has spread to distant sites. It is based on surgery or biopsy; e.g. MX, M0, M1
clinical_stage: TEXT | The stage of the cancer, based on results of tests done before surgery, such as physical exams and imaging scans; e.g. Stage I, Stage II, Stage III, Stage IV

## TCGA_BIOCLIN_V0.ANNOTATIONS
date_created: TEXT | Date on which this annotation was originally created; includes time-stamp and time-zone, eg 2011-03-14T18:00:42-04:00  --  dates range between March 2009 and June 2016
case_barcode: TEXT | TCGA patient/case barcode; e.g. TCGA-06-0119
entity_type: TEXT | Type of the entity that this annotation applies to; e.g. Shipped Portion, Aliquot, Patient (which has the same meaning as Case), Analyte, etc.
notes: TEXT | Longer descriptive text about this annotation
category: TEXT | Annotation category; one of a relatively short list of phrases from a controlled-vocabulary; e.g. Item is noncanonical, Item flagged DNU, Prior malignancy, etc.
project_short_name: TEXT | Project name abbreviation; the program name appended with a project name abbreviation; e.g. TCGA-OV, etc.
sample_barcode: TEXT | TCGA sample barcode; e.g. TCGA-06-0119-01A (note that this field will be null if the annotation applies at a higher level than sample)
entity_barcode: TEXT | Barcode of the entity that this annotation applies to; often the same as the case barcode
aliquot_barcode: TEXT | TCGA aliquot barcode; e.g. TCGA-06-0119-01A-08D-0216-06 (note that this field will be null if the annotation applies at a higher level than aliquot)
case_gdc_id: TEXT | GDC case identifier for the patient/case associated with this specific annotation
classification: TEXT | Annotation classification; e.g. Notification, CenterNotification, Observation, or Redaction
date_edited: TEXT | Annotations were rarely edited, but if thery were (fewer than 10 out of over 6000 total annotations), this field indicates the date on which it was edited

## TCGA_BIOCLIN_V0.BIOSPECIMEN
days_to_sample_procurement: FLOAT | The number of days from the date the patient was diagnosed to the date of the procedure that produced the sample.
max_percent_monocyte_infiltration: FLOAT | The maximum percentage of infiltration by monocytes in a sample or specimen
min_percent_necrosis: FLOAT | The minimum percentage of necrosis in a sample or specimen
avg_percent_stromal_cells: FLOAT | The average percentage of stromal cells in a sample or specimen
sample_type_name: TEXT | The longer name of the sample type; e.g. Primary Tumor, Recurrent Tumor, etc.
avg_percent_monocyte_infiltration: FLOAT | The average percentage of infiltration by monocyte in a sample or specimen
min_percent_neutrophil_infiltration: FLOAT | The minimum percentage of neutrophil infiltration in a sample or specimen
bcr: TEXT | Biospecimen Core Resource; e.g. Nationwide Children's Hospital, Washington University
avg_percent_necrosis: FLOAT | The average percentage of necrosis in a sample or specimen
sample_gdc_id: TEXT | Unique GDC identifier for this sample (corresponds to the sample_barcode), eg a1ec9279-c1a6-4e58-97ed-9ec1f36187c5  --  this can be used to access more information from the GDC data portal
avg_percent_tumor_nuclei: FLOAT | The average percentage of tumor nuclei in a sample or specimen
days_to_collection: FLOAT | Time interval from the date of biospecimen collection to the date of initial pathologic diagnosis, represented as a calculated number of days.
min_percent_tumor_nuclei: FLOAT | The minimum percentage of tumor nuclei in a sample or specimen
max_percent_stromal_cells: FLOAT | The maximum percentage of stromal cells in a sample or specimen
avg_percent_tumor_cells: FLOAT | The average percentage of tumor cells in a sample or specimen
max_percent_tumor_cells: FLOAT | The maximum percentage of tumor cells in a sample or specimen
max_percent_tumor_nuclei: FLOAT | The maximum percentage of tumor nuclei in a sample or specimen
sample_barcode: TEXT | TCGA sample_barcode; e.g. TCGA-AB-2809-03A.
min_percent_stromal_cells: FLOAT | The minimum percentage of stromal cells in a sample or specimen
project_short_name: TEXT | Project name abbreviation; the program name appended with a project name abbreviation; e.g. TCGA-OV, etc.
program_name: TEXT | Program Name, always TCGA (The Cancer Genome Atlas) in this table.
avg_percent_neutrophil_infiltration: FLOAT | The average percentage of neutrophil infiltration in a sample or specimen
min_percent_monocyte_infiltration: FLOAT | The minimum percentage of infiltration by lymphocytes in a sample or specimen
sample_type: TEXT | Two-digit sample_type code which forms part of the sample barcode e.g. 01,11,06, etc.
min_percent_normal_cells: FLOAT | The minimum percentage of normal cells in a sample or specimen
num_slides: NUMBER | In some cases, portions of a sample were placed onto multiple slides -- generally not more than 2, but occasionally more.
max_percent_neutrophil_infiltration: FLOAT | The maximum percentage of neutrophil infiltration in a sample or specimen
min_percent_tumor_cells: FLOAT | The minimum percentage of tumor cells in a sample or specimen
is_ffpe: TEXT | Indicator to signify whether or not the tissue sample was fixed in formalin and embedded in paraffin (FFPE); almost always NO -- only a few (99) FFPE samples were included in the TCGA project
max_percent_normal_cells: FLOAT | The maximum percentage of normal cells in a sample or specimen
num_portions: NUMBER | In some cases, a sample was divided into multiple portions -- up to 6 portions, but for most samples the number is 1 (or even 0).
batch_number: NUMBER | The BCR Batch Code; see https://gdc.cancer.gov/resources-TCGA-users/TCGA-code-tables/bcr-batch-codes for explanation of the codes
case_gdc_id: TEXT | GDC unique identifer for this case; e.g. 7b4ce492-ff40-4bf1-b3e8-75ff83e8746d. This identifier can be used to find more information at the GDC Data Portal ( https://portal.gdc.cancer.gov/cases/7b4ce492-ff40-4bf1-b3e8-75ff83e8746d )
min_percent_lymphocyte_infiltration: FLOAT | The minimum percentage of infiltration by lymphocytes in a sample or specimen
max_percent_lymphocyte_infiltration: FLOAT | The maximum percentage of infiltration by lymphocytes in a sample or specimen
case_barcode: TEXT | TCGA patient/case barcode, eg TCGA-AB-2809 (the first 12 characters of the 16-character sample barcode)
max_percent_necrosis: FLOAT | The maximum percentage of necrosis in a sample or specimen
avg_percent_normal_cells: FLOAT | The average percentage of normal cells in a sample or specimen
avg_percent_lymphocyte_infiltration: FLOAT | The average percentage of infiltration by lymphocytes in a sample or specimen

## TCGA_BIOCLIN_V0.CLINICAL_V1
days_to_last_followup: NUMBER | If vital_status indicates 'alive', then this is the number of days from the date of diagnosis to the last followup (communication contact).
tumor_type: TEXT | Tumor Type; e.g. Primary, Type 1, Type 2
tumor_tissue_site: TEXT | The location on the body where the tumor exists; e.g. Brain, Ovary, Lung, etc.
number_of_lymphnodes_examined: NUMBER | The number of lymph nodes examined
race: TEXT | The race of a participant, independent from ethnicity; e.g. White, Black or African American, Asian, Native Hawaiian or other Pacific Islander, American Indian or Alaska Native
hpv_calls: TEXT | HPV strains; e.g. HPV18, HPV45, etc.
