[TABLES]
## FDA_FOOD.FOOD_EVENTS
products_role: TEXT | NULL | eg=["SUSPECT", "CONCOMITANT"]
geo_id: TEXT | Unique identifier for each block group. Census block group identifier; a concatenation of the current state FIPS code, county FIPS code, census tract code, and block group number. | eg=["160259701001", "160339501001"]
internal_point_lat: FLOAT | Latitude of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=[43.5025515, 44.290218]
blockgroup_ce: TEXT | Current block group number | eg=["1"]
internal_point_geom: BINARY | Geographical representation of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=["bytearray(b'\\x01\\x01\\x00\\x00\\x00k\\xe6\\x7f\\xa8j\\xb1\\\\\\xc0#\\x87\\x88\\x9bS\\xc0E@')", "bytearray(b'\\x01\\x01\\x00\\x00\\x00\\x8d\\xaf\\xe2\\xf9\\xb1\\x16\\\\\\xc0\\xf3Z\\t\\xdd%%F@')"]
internal_point_lon: FLOAT | Longitude of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=[-114.7721349, -112.3546128]
tract_ce: TEXT | Current Census tract code | eg=["970100", "950100"]
lsad_name: TEXT | Current translated legal/statistical area description and the block group number | eg=["Block Group 1"]
state_fips_code: TEXT | Two digit FIPS code that uniquely identifies each state. See https://www.census.gov/geo/reference/ansi_statetables.html for more information State names and their corresponding FIPS codes are available as a BigQuery Public Dataset: `bigquery-public-data.census_utility.fips_codes_states` | eg=["16"]

## GEO_CENSUS_BLOCKGROUPS.BLOCKGROUPS_17
tract_ce: TEXT | Current Census tract code | eg=["000700", "954300"]
internal_point_lon: FLOAT | Longitude of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=[-88.2963311, -90.9961804]
blockgroup_ce: TEXT | Current block group number | eg=["1"]
geo_id: TEXT | Unique identifier for each block group. Census block group identifier; a concatenation of the current state FIPS code, county FIPS code, census tract code, and block group number. | eg=["170630007001", "170679543001"]
state_fips_code: TEXT | Two digit FIPS code that uniquely identifies each state. See https://www.census.gov/geo/reference/ansi_statetables.html for more information State names and their corresponding FIPS codes are available as a BigQuery Public Dataset: `bigquery-public-data.census_utility.fips_codes_states` | eg=["17"]
area_water_meters: NUMBER | Current water area | eg=[13862596, 12569]
blockgroup_geom: BINARY | Geographical representation of the polygon that defines the perimeter of the block group. This column should be used as the GEO column for visualization in BigQuery Geo Viz | eg=["bytearray(b'\\x01\\x03\\x00\\x00\\x00\\x01\\x00\\x00\\x00\\xc5\\x05\\x00\\x00$\\xd0`S\\xe7\\x1aV\\xc0[h\\xae\\xd3H\\xadD@\\xc5\\xe1\\xcc\\xaf\\xe6\\x1aV\\xc0\\xe6k\\x96\\xcbF\\xadD@\\xbck\\xd0\\x97\\xde\\x1aV\\xc0\\x81\\xa0\\xa3U-\\xadD@\\xec\\t\\x12\\xdb\\xdd\\x1aV\\xc0\\x01*\\x1cA*\\xadD@\\xd6\\xe1\\xe8*\\xdd\\x1aV\\xc0\\xe2\\xef\\x17\\xb3%\\xadD@\\xf3\\xfa\\x93\\xf8\\xdc\\x1aV\\xc0\\x16\\x99\\x80_#\\xadD@kE\\x9b\\xe3\\xdc\\x1aV\\xc0MB\\xe9\\x0b!\\xadD@\\x12.\\xe4\\x11\\xdc\\x1aV\\xc0\\xaf\\x1aKX\\x1b\\xadD@\\xc5\\xaaA\\x98\\xdb\\x1aV\\xc0\\x88\\xbbz\\x15\\x19\\xadD@\\x0cq\\xac\\x8b\\xdb\\x1aV\\xc0\\xa8\\xa4N@\\x13\\xadD@\\xb3?Pn\\xdb\\x1aV\\xc0a`\\x1d\\xc7\\x0f\\xadD@\\xcb\\x81\\x1ej\\xdb\\x1aV\\xc0\\xff6\\x8b\\x17\\x0b\\xadD@\\xd7\\x153\\xc2\\xdb\\x1aV\\xc0\\xd5\\xd7\\xba\\xd4\\x08\\xadD@5\\xb6\\xd7\\x82\\xde\\x1aV\\xc0:\\xb0\\x1c!\\x03\\xadD@\\x87\\xc2g\\xeb\\xe0\\x1aV\\xc0x~Q\\x82\\xfe\\xacD@\\xa3\\xa7\\xc8!\\xe2\\x1aV\\xc0f{\\xf4\\x86\\xfb\\xacD@m2\\xaa\\x0c\\xe3\\x1aV\\xc0\\xd3\\x99{H\\xf8\\xacD@\\xfc\\xa4\\xda\\xa7\\xe3\\x1aV\\xc0\\xfe\\xc8t\\xe8\\xf4\\xacD@\\x85Z\\xd3\\xbc\\xe3\\x1aV\\xc0\\x81\\xdb\\xda\\xc2\\xf3\\xacD@\\\\\\xad\\x13\\x97\\xe3\\x1aV\\xc0\\x07\\xee@\\x9d\\xf2\\xacD@m2\\xa...", "bytearray(b'\\x01\\x03\\x00\\x00\\x00\\x01\\x00\\x00\\x00\\xd3\\x02\\x00\\x00\\xce\\xbc\\x1cv\\xdf\\xc4V\\xc0<\\r\\x18$} D@\\xac4)\\x05\\xdd\\xc4V\\xc0\\xbf\\x1f~\\xfe{ D@B\\xcc%U\\xdb\\xc4V\\xc0xs\\xb8V{ D@oI\\x0e\\xd8\\xd5\\xc4V\\xc0na\\xddxw D@\\x11\\xc3\\x0ec\\xd2\\xc4V\\xc0\\xa0M\\x0e\\x9ft D@\\xb9\\xdf\\xa1(\\xd0\\xc4V\\xc0\\x8aY/\\x86r D@\\\\%X\\x1c\\xce\\xc4V\\xc0\\xd1m\\x89\\\\p D@\\t3m\\xff\\xca\\xc4V\\xc0\\xec1\\x91\\xd2l D@c\\xb2\\xb8\\xff\\xc8\\xc4V\\xc0oxADj D@\\xa5\\xef5\\x04\\xc7\\xc4V\\xc0\\x12\\xd8\\x9c\\x83g D@\\x89$z\\x19\\xc5\\xc4V\\xc0rHj\\xa1d D@+\\x84\\xd5X\\xc2\\xc4V\\xc0n\\'\\x11\\xe1_ D@\\xd9]\\xa0\\xa4\\xc0\\xc4V\\xc0\\x9bV\\n\\x81\\\\ D@\\'/2\\x01\\xbf\\xc4V\\xc0\\xb3\\x1a\\x12\\xf7X D@\\xe6s\\xeev\\xbd\\xc4V\\xc0\\x8d\\xef\\x8bKU D@\\x89\\xed\\xee\\x01\\xba\\xc4V\\xc0\\xa2\\xc6\\x84\\x98K D@\\xffX\\x88\\x0e\\x81\\xc4V\\xc0\\xaf\\x12\\xf3\\xac\\xa4\\x1fD@\\tN} y\\xc4V\\xc0#LQ.\\x8d\\x1fD@QH2\\xabw\\xc4V\\xc0\\x06\\xcf\\x84&\\x89\\x1fD@\\xe8\\xf3QF\\\\\\xc4V\\xc0\\x0c\\x8d\\'\\x828\\x1fD@|\\xd2\\x89\\x04S\\xc4V\\xc0aI\\xb9\\xfb\\x1c\\x1fD@\\xfe_u\\xe4H\\xc4V\\xc0\\xf2k\\xeb\\xa7\\xff\\x1eD@\\xe74\\x0b\\xb4;\\xc4V\\xc0\\xe9\\x02^f\\xd8\\x1eD@>\\x93\\xfd\\xf34\\xc..."]
internal_point_lat: FLOAT | Latitude of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=[41.3644704, 40.257089]
mtfcc_feature_class_code: TEXT | MAF/TIGER feature class code (G5030) | eg=["G5030"]
area_land_meters: NUMBER | Current land area | eg=[55850753, 122545552]
lsad_name: TEXT | Current translated legal/statistical area description and the block group number | eg=["Block Group 1"]
functional_status: TEXT | Current functional status | eg=["S"]
internal_point_geom: BINARY | Geographical representation of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=["bytearray(b'\\x01\\x01\\x00\\x00\\x00j\\xd2\\xb7\\x16\\xf7\\x12V\\xc0\\x17.P\\xf7\\xa6\\xaeD@')", "bytearray(b'\\x01\\x01\\x00\\x00\\x00\\xa3\\xbaok\\xc1\\xbfV\\xc0\\xa7\\x94\\xd7J\\xe8 D@')"]
county_fips_code: TEXT | Four-digit county FIPS code. County names and their corresponding FIPS codes can be found in BigQuery: `bigquery-public-data.census_utility.fips_codes_all` | eg=["063", "067"]

## GEO_CENSUS_BLOCKGROUPS.BLOCKGROUPS_25
internal_point_lat: FLOAT | Latitude of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=[41.470384, 42.0626995]
state_fips_code: TEXT | Two digit FIPS code that uniquely identifies each state. See https://www.census.gov/geo/reference/ansi_statetables.html for more information State names and their corresponding FIPS codes are available as a BigQuery Public Dataset: `bigquery-public-data.census_utility.fips_codes_states` | eg=["25"]
internal_point_geom: BINARY | Geographical representation of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=["bytearray(b'\\x01\\x01\\x00\\x00\\x00\\xed\\xee\\xa6\\x00=\\xb6Q\\xc0\\xe5G\\xfc\\x8a5\\xbcD@')", "bytearray(b'\\x01\\x01\\x00\\x00\\x00\\x9cqu[\\xfd\\xa3Q\\xc0\\xe0\\xfc\\x86\\x89\\x06\\x08E@')"]
blockgroup_ce: TEXT | Current block group number | eg=["0", "1"]
tract_ce: TEXT | Current Census tract code | eg=["990000", "990003"]
blockgroup_geom: BINARY | Geographical representation of the polygon that defines the perimeter of the block group. This column should be used as the GEO column for visualization in BigQuery Geo Viz | eg=["bytearray(b'\\x01\\x03\\x00\\x00\\x00\\x02\\x00\\x00\\x00\\xeb\\x00\\x00\\x00\\xac\\x8ap\\x93Q\\xc3Q\\xc0\\xba%9`W\\xb5D@\\xf2@d\\x91&\\xc2Q\\xc0\\xd1a\\xbe\\xbc\\x00\\xb5D@C\\xe1\\xb3up\\xc2Q\\xc0U\\x88G\\xe2\\xe5\\xb3D@d!:\\x04\\x8e\\xc2Q\\xc07+\\xa2&\\xfa\\xb2D@J\\x03?\\xaaa\\xc2Q\\xc0\\x8f\\x93\\xc2\\xbc\\xc7\\xb1D@\\xfab\\xef\\xc5\\x17\\xc2Q\\xc0\\xa0F!\\xc9\\xac\\xb0D@\\xbc\\x03<i\\xe1\\xc1Q\\xc0\\xc3X\\xa6_\"\\xb0D@\\xc5\\xaaA\\x98\\xdb\\xc1Q\\xc0l\\x8c\\x9d\\xf0\\x12\\xb0D@\\xceQG\\xc7\\xd5\\xc1Q\\xc0CD1y\\x03\\xb0D@\\xf5\\xd4\\xea\\xab\\xab\\xc1Q\\xc0y\\x93\\xdf\\xa2\\x93\\xafD@\\xf4\\x9e\\xcaiO\\xc1Q\\xc0s\\xd8}\\xc7\\xf0\\xaeD@\\xdd@\\x81w\\xf2\\xc0Q\\xc0\\xbb?\\xde\\xabV\\xaeD@Z\\x9e\\x07wg\\xc0Q\\xc0\\xa4\\x9e\\x05\\xa1\\xbc\\xadD@c@\\xf6z\\xf7\\xbfQ\\xc0,5B?S\\xadD@\\xf4\\xa4Ljh\\xbfQ\\xc0\\xe78\\xb7\\t\\xf7\\xacD@\\xde\\x92\\x1c\\xb0\\xab\\xbeQ\\xc0\\r\\x9ft\"\\xc1\\xacD@2\\xc5\\x1c\\x04\\x1d\\xbeQ\\xc0\\x1b\\x98\\xdc(\\xb2\\xacD@\\x8a\\xc5o\\n+\\xbdQ\\xc0\\xd7\\xaa]\\x13\\xd2\\xacD@\\x14@1\\xb2d\\xbcQ\\xc0\\xa7\\xde\\x1a\\xd8*\\xadD@\\xaf{+\\x12\\x13\\xbcQ\\xc0\\xf5\\x9e\\xcaiO\\xadD@\\x7f\\xbf\\x98-Y\\xbbQ\\xc0\\xcf^}<\\xf4\\xadD@vk\\x99\\x0c\\xc7\\xbaQ\\xc05/\\x87\\xddw\\x...", "bytearray(b'\\x01\\x06\\x00\\x00\\x00\\x03\\x00\\x00\\x00\\x01\\x03\\x00\\x00\\x00\\x01\\x00\\x00\\x00\\x1b\\x00\\x00\\x00\\x92\\xe9\\xd0\\xe9y\\xb6Q\\xc0we\\x17\\x0c\\xae/E@KW\\xb0\\x8dx\\xb6Q\\xc0\\xd0\\x8e\\x1b~7-E@\\xdb\\x17\\xd0\\x0bw\\xb6Q\\xc0r(CUL+E@\\xd7\\xf6vKr\\xb6Q\\xc0\\x1d\\xfe\\x9a\\xacQ\\'E@\\rl\\x95`q\\xb6Q\\xc0\\x11/O\\xe7\\x8a&E@Ou\\xc8\\xcdp\\xb6Q\\xc0\\xc9\\xa7\\xc7\\xb6\\x0c&E@\\xe3\\xd8z\\x86p\\xb6Q\\xc0\\xc8\\x16I\\xbb\\xd1%E@\\xbb_\\x05\\xf8n\\xb6Q\\xc0\\xd8\\x03\\xad\\xc0\\x90%E@\\x10\"\\x19rl\\xb6Q\\xc0\\x08\\x88I\\xb8\\x90%E@\\xae\\x0b?8\\x9f\\xb5Q\\xc0D\\xee\\xe9\\xea\\x8e%E@j*\\x8b\\xc2.\\xb5Q\\xc0Y\\xc1oC\\x8c%E@\\x0e\\x82\\x8eV\\xb5\\xb4Q\\xc0\\xb81=a\\x89%E@\\xba\\xa1);\\xfd\\xb3Q\\xc0\\x1d\\xc3c?\\x8b%E@\\x00\\xdfm\\xde8\\xb3Q\\xc0&\\x84\\x0e\\xba\\x84%E@\\x04r\\x89#\\x0f\\xb0Q\\xc0\\xbd\\x824c\\xd1,E@H1@\\xa2\\t\\xb0Q\\xc0u\\xbf\\n\\xf0\\xdd,E@\\xa4/\\x84\\x9c\\xf7\\xafQ\\xc0\\xe3\\xb9\\xbe\\x0f\\x07-E@^\\x9dc@\\xf6\\xaeQ\\xc0\\xc1#*T7/E@\\xad\\x0e\\x80\\xb8\\xab\\xaeQ\\xc0\\x1e*\\x8d\\x98\\xd9/E@\\xb3\\xe5\\\\\\x8a\\xab\\xaeQ\\xc0\\x00\\x11\\xe2\\xca\\xd9/E@r\\xf6\\xceh\\xab\\xaeQ\\xc0e\\xd6R@\\xda/E@s\\x84\\x0c\\xe4\\xd9\\xaeQ\\xc0\\x9b\\x7f\\xbb\\xec\\..."]
county_fips_code: TEXT | Four-digit county FIPS code. County names and their corresponding FIPS codes can be found in BigQuery: `bigquery-public-data.census_utility.fips_codes_all` | eg=["007", "023"]
internal_point_lon: FLOAT | Longitude of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=[-70.8474733, -70.5623387]
functional_status: TEXT | Current functional status | eg=["S"]
mtfcc_feature_class_code: TEXT | MAF/TIGER feature class code (G5030) | eg=["G5030"]
area_water_meters: NUMBER | Current water area | eg=[784727512, 737394647]
area_land_meters: NUMBER | Current land area | eg=[0, 82255563]
geo_id: TEXT | Unique identifier for each block group. Census block group identifier; a concatenation of the current state FIPS code, county FIPS code, census tract code, and block group number. | eg=["250079900000", "250239900030"]
lsad_name: TEXT | Current translated legal/statistical area description and the block group number | eg=["Block Group 0", "Block Group 1"]

## GEO_CENSUS_BLOCKGROUPS.BLOCKGROUPS_37
internal_point_geom: BINARY | Geographical representation of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=["bytearray(b'\\x01\\x01\\x00\\x00\\x00\\xb6S\\xcer\\xb4\\xf2R\\xc0\\x0b\\xa1\\xde\\xe7S2B@')", "bytearray(b'\\x01\\x01\\x00\\x00\\x00z\">fV S\\xc0]\\x1ad7\\xd8\\xfcA@')"]
mtfcc_feature_class_code: TEXT | MAF/TIGER feature class code (G5030) | eg=["G5030"]
geo_id: TEXT | Unique identifier for each block group. Census block group identifier; a concatenation of the current state FIPS code, county FIPS code, census tract code, and block group number. | eg=["370539901000", "371879501000"]
internal_point_lon: FLOAT | Longitude of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=[-75.7922637, -76.5052734]
tract_ce: TEXT | Current Census tract code | eg=["990100", "950100"]
internal_point_lat: FLOAT | Latitude of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=[36.3931856, 35.9753484]
county_fips_code: TEXT | Four-digit county FIPS code. County names and their corresponding FIPS codes can be found in BigQuery: `bigquery-public-data.census_utility.fips_codes_all` | eg=["053", "187"]
functional_status: TEXT | Current functional status | eg=["S"]
blockgroup_ce: TEXT | Current block group number | eg=["0", "1"]
area_water_meters: NUMBER | Current water area | eg=[211797331, 103607609]
blockgroup_geom: BINARY | Geographical representation of the polygon that defines the perimeter of the block group. This column should be used as the GEO column for visualization in BigQuery Geo Viz | eg=["bytearray(b'\\x01\\x03\\x00\\x00\\x00\\x01\\x00\\x00\\x00\\xb0\\x02\\x00\\x00z\\xde\\x8d\\x05\\x85\\xf7R\\xc0\\xe7-\\x1e\\xdesFB@\\xcd5\\xcc\\xd0x\\xf7R\\xc0\\xe9\\x05\\x9f\\xe6\\xe4EB@rePmp\\xf7R\\xc0\\x0f\\x90/\\xa1\\x82EB@\\xc9\\x8f\\xf8\\x15k\\xf7R\\xc0YGU\\x13DEB@\\xf5&\\x86\\xe4d\\xf7R\\xc0\\xa4\\xfez\\x85\\x05EB@T\\xc4\\xe9$[\\xf7R\\xc0\\x8a\\x1e\\xf8\\x18\\xacDB@\\x9b\\x1f\\x7fiQ\\xf7R\\xc0A\\xba\\xd8\\xb4RDB@{\\x81Y\\xa1H\\xf7R\\xc0W\\xe3l:\\x02DB@1\\xe8\\x84\\xd0A\\xf7R\\xc0\\xd0\\x1e/\\xa4\\xc3CB@|\\xcc\\x07\\x04:\\xf7R\\xc0\\xe9\\xcc=$|CB@\\xa3>\\xc9\\x1d6\\xf7R\\xc0%\\xa8\\xe1[XCB@23333\\xf7R\\xc0b\\x08\\x00\\x8e=CB@\\xe9\\x99^b,\\xf7R\\xc0\\xddC\\xc2\\xf7\\xfeBB@\\xc9\\xfb8\\x9a#\\xf7R\\xc0\\xf3lV}\\xaeBB@\\xfd\\x9d\\xed\\xd1\\x1b\\xf7R\\xc0;\\x9f\\x01\\xf5fBB@\\xc6\\xbd\\xf9\\r\\x13\\xf7R\\xc0#D\\xf9\\x82\\x16BB@|$%=\\x0c\\xf7R\\xc0\\x9c\\x7f\\xbb\\xec\\xd7AB@~r\\x14 \\n\\xf7R\\xc0\\x0b\\x1d;\\xa8\\xc4AB@\\x0c\\x19\\x8fR\\t\\xf7R\\xc0LS\\x048\\xbdAB@\\xa2\\x96\\xe6V\\x08\\xf7R\\xc0\\xd8Z_$\\xb4AB@\\x1bI\\x82p\\x05\\xf7R\\xc0\\xe56\\xe1^\\x99AB@\\xab=\\xec\\x85\\x02\\xf7R\\xc0\\xf6\\x12c\\x99~AB@\\xa1+\\x11\\xa8\\xfe\\xf6R\\xc0\\xa2a1\\xeaZAB@\\x98\\x196\\xca\\xfa\\x...", "bytearray(b'\\x01\\x03\\x00\\x00\\x00\\x01\\x00\\x00\\x00\\xc3\\x01\\x00\\x007\\x88\\xd6\\x8a6,S\\xc0\\x0f\\x0c |(\\xf9A@\\x1cs\\x9e\\xb1/,S\\xc0WT\\xc4\\xe9$\\xf9A@\\xf3\\x1a\\xbbD\\xf5+S\\xc02\\xbf\\x9a\\x03\\x04\\xf9A@\\xf9`\\x19\\x1b\\xba+S\\xc0\\xa9M\\x9c\\xdc\\xef\\xf8A@R\\x99b\\x0e\\x82+S\\xc0\\x13?\\xc6\\xdc\\xb5\\xf8A@\\xc8!\\xe2\\xe6T+S\\xc0\\xa3ng_y\\xf8A@\\xf1\\xd2Mb\\x10+S\\xc0,\\xba\\xf5\\x9a\\x1e\\xf8A@\\xb7`\\xa9.\\xe0*S\\xc0cFx{\\x10\\xf8A@0%\\x92\\xe8e*S\\xc08\\x96w\\xd5\\x03\\xf8A@F\\x98\\xa2\\\\\\x1a*S\\xc0lR\\xd1X\\xfb\\xf7A@\\xc9t\\xe8\\xf4\\xbc)S\\xc0}\\xc3D\\x83\\x14\\xf8A@\\xea\\'\\x9c\\xddZ)S\\xc01\\xe5CP5\\xf8A@7o\\x9c\\x14\\xe6(S\\xc0g\\x94.\\xfdK\\xf8A@\\xfdi\\xa3:\\x1d(S\\xc0k\\x06\\xb8 [\\xf8A@(F\\x96\\xcc\\xb1\\'S\\xc0\\xf3\\xbe\\xf1\\xb5g\\xf8A@\\xec\\xdd\\x1f\\xefU\\'S\\xc0\\xf80{\\xd9v\\xf8A@b\\x9e\\x95\\xb4\\xe2&S\\xc0\\xbc\\xc3\\xed\\xd0\\xb0\\xf8A@\\'\\x84\\x0e\\xba\\x84&S\\xc0\\xdb\\xb8\\xc5\\xfc\\xdc\\xf8A@}\\xc8[\\xae~&S\\xc0\\xac\\x00\\xdfm\\xde\\xf8A@\\xd9\\xb0\\xa6\\xb2(&S\\xc0G\\xdd\\xce\\xbe\\xf2\\xf8A@\\x1e\\x19\\xab\\xcd\\xff%S\\xc0\\xd5\\xcd\\xc5\\xdf\\xf6\\xf8A@\\xad\\xc1\\xfb\\xaa\\\\$S\\xc0\\xd8\\x0b\\x05l\\x07\\xf9A@v\\xc0u\\xc5\\x8c#S\\..."]
area_land_meters: NUMBER | Current land area | eg=[0, 57033127]
lsad_name: TEXT | Current translated legal/statistical area description and the block group number | eg=["Block Group 0", "Block Group 1"]
state_fips_code: TEXT | Two digit FIPS code that uniquely identifies each state. See https://www.census.gov/geo/reference/ansi_statetables.html for more information State names and their corresponding FIPS codes are available as a BigQuery Public Dataset: `bigquery-public-data.census_utility.fips_codes_states` | eg=["37"]

## GEO_CENSUS_BLOCKGROUPS.BLOCKGROUPS_20
geo_id: TEXT | Unique identifier for each block group. Census block group identifier; a concatenation of the current state FIPS code, county FIPS code, census tract code, and block group number. | eg=["200895762001", "200779618001"]
blockgroup_ce: TEXT | Current block group number | eg=["1"]
internal_point_lat: FLOAT | Latitude of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=[39.6614743, 37.167595]
state_fips_code: TEXT | Two digit FIPS code that uniquely identifies each state. See https://www.census.gov/geo/reference/ansi_statetables.html for more information State names and their corresponding FIPS codes are available as a BigQuery Public Dataset: `bigquery-public-data.census_utility.fips_codes_states` | eg=["20"]
county_fips_code: TEXT | Four-digit county FIPS code. County names and their corresponding FIPS codes can be found in BigQuery: `bigquery-public-data.census_utility.fips_codes_all` | eg=["089", "077"]
mtfcc_feature_class_code: TEXT | MAF/TIGER feature class code (G5030) | eg=["G5030"]
internal_point_geom: BINARY | Geographical representation of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=["bytearray(b'\\x01\\x01\\x00\\x00\\x00\\xc4\\xc40qu\\x8fX\\xc0~\\xd2\\x9a0\\xab\\xd4C@')", "bytearray(b'\\x01\\x01\\x00\\x00\\x00\\xb1\\x860#\\xe1\\x82X\\xc0\\x8e\\xfc\\xc1\\xc0s\\x95B@')"]
functional_status: TEXT | Current functional status | eg=["S"]
area_land_meters: NUMBER | Current land area | eg=[1007579504, 32680691]
tract_ce: TEXT | Current Census tract code | eg=["576200", "961800"]
area_water_meters: NUMBER | Current water area | eg=[1047443, 482295]
lsad_name: TEXT | Current translated legal/statistical area description and the block group number | eg=["Block Group 1"]
blockgroup_geom: BINARY | Geographical representation of the polygon that defines the perimeter of the block group. This column should be used as the GEO column for visualization in BigQuery Geo Viz | eg=["bytearray(b'\\x01\\x03\\x00\\x00\\x00\\x01\\x00\\x00\\x00\\x1b\\x04\\x00\\x00D\\xf5\\xd6\\xc0V\\xa0X\\xc0\\x16\\x0f\\xef9\\xb0\\xc8C@\\xf7q4GV\\xa0X\\xc0D\\x0e\\x117\\xa7\\xc8C@\\x10\\xb1\\xc1\\xc2I\\xa0X\\xc0\\xb4M\\xf1\\xb8\\xa8\\xc8C@\\x0c\\x90h\\x02E\\xa0X\\xc0\\x03S\\xcd\\xac\\xa5\\xc8C@\\xbb\\xd1\\xc7|@\\xa0X\\xc0\\xb6\\xe9\\xcf~\\xa4\\xc8C@\\'\\xa2_[?\\xa0X\\xc0Ev\\xa5e\\xa4\\xc8C@\\x1c\\\\:\\xe6<\\xa0X\\xc06\\x0b\\xb4;\\xa4\\xc8C@\\xbd\\xa1\\xf0\\xd9:\\xa0X\\xc0\\xa6~\\xdeT\\xa4\\xc8C@\\xea\\x1e\\xd9\\\\5\\xa0X\\xc0)]\\xfa\\x97\\xa4\\xc8C@u\\xbe\\x9f\\x1a/\\xa0X\\xc0|\\xb7y\\xe3\\xa4\\xc8C@\\xefV\\x96\\xe8,\\xa0X\\xc0\\xbc\\xa6\\x07\\x05\\xa5\\xc8C@\"\\xbc=\\x08\\x01\\xa0X\\xc0\\x9a\\xd0$\\xb1\\xa4\\xc8C@\\xab\\xe3\\xf8\\xa1\\xd2\\x9fX\\xc0\\xf2\\x1b&\\x1a\\xa4\\xc8C@\\x8eV\\xb5\\xa4\\xa3\\x9fX\\xc0\\xd0EC\\xc6\\xa3\\xc8C@w\\xba\\xf3\\xc4s\\x9fX\\xc0\\xd56\\xc5\\xe3\\xa2\\xc8C@\\xc2J\\x05\\x15U\\x9fX\\xc0\\x18&S\\x05\\xa3\\xc8C@W@\\xa1\\x9e>\\x9fX\\xc0\\xb7\\x1d\\x1a\\x16\\xa3\\xc8C@\\n\\xba\\xbd\\xa41\\x9fX\\xc0\\xee^\\xee\\x93\\xa3\\xc8C@\\xfe%\\xa9L1\\x9fX\\xc0\\xee^\\xee\\x93\\xa3\\xc8C@\\xc7\\x11k\\xf1)\\x9fX\\xc0:\\xfc5Y\\xa3\\xc8C@ePmp\"\\x9fX\\xc0\\x8a\\x99}\\x1e\\xa3\\xc8C@\\xd6U...", "bytearray(b'\\x01\\x03\\x00\\x00\\x00\\x01\\x00\\x00\\x00\\x9f\\x00\\x00\\x00~\\x18!<\\xda\\x84X\\xc0^gC\\xfe\\x99\\x93B@\\x9c1\\xcc\\t\\xda\\x84X\\xc0z\\xf5\\xf1\\xd0w\\x93B@\\xfb9\\x05\\xf9\\xd9\\x84X\\xc0\\xcef\\xd5\\xe7j\\x93B@\\xd5\\xe8\\xd5\\x00\\xa5\\x84X\\xc0\\x93\\x005\\xb5l\\x93B@\\xfb\\x0c\\xa87\\xa3\\x84X\\xc02\\xf8\\xfb\\xc5l\\x93B@$f\\xf6y\\x8c\\x84X\\xc0\\xfc\\x82\\xdd\\xb0m\\x93B@\\xbf\\x05\\xd9\\xb2|\\x84X\\xc0s\\xb3?Pn\\x93B@~\\xa84bf\\x84X\\xc0\\r\\xba\\x84Co\\x93B@s\\x0e\\x9e\\tM\\x84X\\xc0\\xd7Df.p\\x93B@\\x18rl=C\\x84X\\xc0\\xfd\\x1aI\\x82p\\x93B@g)YNB\\x84X\\xc0F\\xeb\\xa8j\\x82\\x92B@l\\x006 B\\x84X\\xc0\\x18\\xe1\\xedA\\x08\\x92B@\\x1a\\xa6\\xb6\\xd4A\\x84X\\xc0\\xce\\xfd\\xd5\\xe3\\xbe\\x91B@ }\\x93\\xa6A\\x84X\\xc0\\x93JxB\\xaf\\x91B@\\xd8\\xb6(\\xb3A\\x84X\\xc0\\x83\\xa5\\xba\\x80\\x97\\x91B@\\xc7K7\\x89A\\x84X\\xc0\\r\\x12\\xa2|A\\x91B@P5z5@\\x84X\\xc0}\\xdeT\\xa4\\xc2\\x90B@>\\xca\\x88\\x0b@\\x84X\\xc0z8\\x81\\xe9\\xb4\\x90B@V\\x0cW\\x07@\\x84X\\xc0\\xb3&\\x16\\xf8\\x8a\\x90B@mN%\\x03@\\x84X\\xc0s\\xcd\\xe4\\x9bm\\x90B@\\xa5\\xa9\\x9e\\xcc?\\x84X\\xc08\\x95\\x0c\\x00U\\x90B@\\x1b\\xf4\\xa5\\xb7?\\x84X\\xc0\\xba\\xee\\xadHL\\x90B@\\x15\\x1d\\xc9\\xe5?\\x84X..."]
internal_point_lon: FLOAT | Longitude of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=[-98.2415431, -98.0449913]

## GEO_CENSUS_BLOCKGROUPS.BLOCKGROUPS_31
internal_point_lat: FLOAT | Latitude of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=[40.0679763, 40.1845207]
state_fips_code: TEXT | Two digit FIPS code that uniquely identifies each state. See https://www.census.gov/geo/reference/ansi_statetables.html for more information State names and their corresponding FIPS codes are available as a BigQuery Public Dataset: `bigquery-public-data.census_utility.fips_codes_states` | eg=["31"]
area_water_meters: NUMBER | Current water area | eg=[87500, 163413]
functional_status: TEXT | Current functional status | eg=["S"]
